"gene","protocol_rho","effect_d"
"ABCC13",0.56733384484634,1.44889800475383
"ABCC2",0.533234510966203,0.737286189310611
"ABCC3",0.528292578519806,0.630626514664978
"ABCC4",-0.162055335968379,-0.191328431962242
"ABCC5",-0.680830039525692,-2.01346104156344
"ABCC6",0.33102766798419,0.195832056013572
"ABCC6P1",-0.0192735365409471,-0.334894801812527
"ABCC8",-0.0365612648221344,-0.554775477774573
"ABCC9",0.37262170645831,0.325109121017508
"ABCD1",0.522727272727273,0.63320157528788
"ABCD2",0.457622944536333,0.359525681056543
"ABCD3",-0.0820158102766798,0.0446171572047785
"ABCD4",0.224308300395257,0.0693478581258795
"ABCE1",-0.49901185770751,-0.765779872899063
"ABCF1",-0.621541501976285,-0.761501486282978
"ABCF2",0.200592885375494,0.0934805021605744
"ABCF2-H2BK1",-0.650197628458498,-1.42948271616807
"ABCF3",-0.206282621265726,-0.980422424423787
"ABCG1",-0.244071146245059,-0.240571197330682
"ABCG2",-0.338932806324111,-0.127237925099117
"ABCG4",0.534584980237154,1.29613513172536
"ABCG5",-0.136363636363636,-0.0366248534008466
"ABCG8",0.240177916894879,0.0256802150830668
"ABHD1",0.523715415019763,0.579654451715446
"ABHD10",-0.742094861660079,-2.1845202619796
"ABHD11",0.652173913043478,0.94085481591777
"ABHD12",-0.460474308300395,-1.70927925518783
"ABHD12B",0.381800384592665,0.293082739755448
"ABHD13",-0.152705712593658,0.0885644164647748
"ABHD14A",-0.387351778656126,-0.317998296605302
"ABHD14B",0.360761068586958,0.304234765497027
"ABHD15",0.383359273626224,0.737243138110635
"ABHD16A",-0.614624505928854,-0.752637616988311
"ABHD16B",0.0959446562318354,0.439184331098741
"ABHD17A",-0.114624505928854,-0.587080626441897
"ABHD17B",0.700592885375494,3.05938642209149
"ABHD17C",-0.703236987122249,-1.9368037979874
"ABHD18",-0.136363636363636,0.0394837866886334
"ABHD2",-0.66403162055336,-2.39773847959608
"ABHD3",-0.266798418972332,-0.373137436995747
"ABHD4",0.58102766798419,0.60977234728339
"ABHD5",-0.0770750988142292,-0.193498944037046
"ABHD6",-0.275691699604743,-0.49705226838956
"ABHD8",0.185770750988142,0.650726007165863
"ABI1",-0.470355731225296,-0.720704610251216
"ABI2",0.0197628458498024,0.428446725730841
"ABI3",0.59649124628008,0.761695417208394
"ABI3BP",-0.22386953982177,-1.20325909871192
"ABITRAM",-0.396245059288538,-0.686886575992876
"ABL1",-0.0385375494071146,-0.0198651370524853
"ABL2",-0.744071146245059,-1.61873525260617
"ABLIM1",-0.760869565217391,-1.97652912397906
"ABLIM2",-0.449604743083004,-0.628617885209615
"ABLIM3",-0.138339920948617,-0.0373258892559026
"ABO",0.682806324110672,1.4815311145329
"ABR",-0.816205533596838,-2.2004859058987
"ABRA",0.442687747035573,0.145929252245792
"ABRACL",-0.33596837944664,0.246861334674921
"ABRAXAS1",-0.703557312252964,-2.43067136762929
"ABRAXAS2",-0.797430830039526,-1.91556490057037
"ABT1",-0.58215964218553,-1.08412670822934
"ABTB1",-0.0948616600790514,-0.391170210912004
"ABTB2",-0.172473442379244,-0.663205290765981
"ABTB3",-0.329051383399209,-0.117721199589506
"ACAA1",-0.284584980237154,-0.83509497357593
"ACAA2",-0.555335968379447,-1.78520946791138
"ACACA",-0.808300395256917,-3.04776198633142
"ACACB",0.259881422924901,0.364287956346387
"ACAD10",0.0553496433996429,-0.558975111563588
"ACAD11",0.359772682097679,0.209883555414397
"ACAD8",-0.805335968379447,-1.65931875330754
"ACAD9",-0.380034605127905,-1.1481397196531
"ACADL",-0.151754838115362,-0.483305640944476
"ACADM",-0.195652173913043,-0.230860820198797
"ACADS",0.656126482213439,0.79113208124424
"ACADSB",-0.637015092340533,-1.22315569684128
"ACADVL",-0.0968379446640316,-0.554082643864219
"ACAN",0.426982963368674,0.440378766292047
"ACAP1",0.0692384117136957,-0.674159563304158
"ACAP2",-0.25197628458498,0.108436470274172
"ACAP3",0.194664031620553,0.141686203673192
"ACAT1",-0.700592885375494,-1.40814480838112
"ACAT2",-0.723320158102767,-1.73172319621709
"ACBD3",-0.707509881422925,-1.61915116764463
"ACBD4",0.767786561264822,1.34765568230856
"ACBD5",-0.153162055335968,0.169623275620197
"ACBD6",-0.617588932806324,-1.54643899686412
"ACCS",0.08944897727978,-0.310563523160725
"ACD",0.531620553359684,1.35229274567283
"ACE",0.000988142292490119,-0.676398617588461
"ACE2",0.310847550878352,-0.285708236104163
"ACER1",0.226284584980237,0.590786518923013
"ACER2",-0.222332015810277,-0.112692947129944
"ACER3",-0.621541501976285,-0.855666323261049
"ACHE",0.209693475475764,-0.488006639766467
"ACIN1",-0.0607857690906793,0.232561783995817
"ACKR1",-0.483201581027668,-1.53625529464897
"ACKR2",0.697628458498024,1.31598614083049
"ACKR3",-0.125494071146245,-0.145562411848866
"ACKR4",-0.106824978072559,-0.352562683838567
"ACLY",-0.715415019762846,-1.47803405448619
"ACMSD",0.156280986439484,0.0897461531721051
"ACO1",-0.792490118577075,-2.72759616775674
"ACO2",-0.775691699604743,-2.27042999040176
"ACOD1",0.508893280632411,0.880590522823051
"ACOT11",-0.08300395256917,-0.106337945614063
"ACOT12",-0.261987179808279,-0.876905964842317
"ACOT13",-0.738142292490119,-1.69847735121115
"ACOT2",-0.646245059288537,-1.4868684131651
"ACOT4",-0.00592885375494071,0.580177692390486
"ACOT6",0.419020601405407,0.384327114332441
