genes,transfer_auc,within_auc
"NEAT1,ELAVL1,CMTR2",0.27692307692307694,0.3846153846153846
"SCG2,YWHAH,SART1",0.7923076923076924,0.9769230769230769
"DNAH11,LINC01106,MED29",0.9230769230769231,0.8307692307692308
"PPARGC1B,PLCL1,MSMO1",0.43076923076923074,0.8307692307692308
"NAPB,EYA4,HCG4",0.8923076923076922,0.8769230769230769
"CPNE4,TMEM150C,ZDBF2",0.8384615384615385,0.9692307692307691
"CTH,DGKI,LOC375196",0.7461538461538462,0.9384615384615385
"CLK1,ANAPC10,CARMIL2",0.5,0.8923076923076922
"ZDHHC3,LDB3,SNAPC3",0.8461538461538461,0.7769230769230768
"NOMO3,PRODH,IFI27",0.5307692307692308,0.7692307692307692
"ZC3HAV1L,THBS3-AS1,N4BP2L2",0.8076923076923077,0.9384615384615385
"TSPYL2,FAM3C,FAM53B",0.5846153846153845,0.7307692307692308
"TMEM150C,SPTLC2,ADAMTS9",0.5,0.8615384615384616
"MT1E,MRTO4,XPR1",0.9,0.8923076923076922
"HRH1,GFPT2,SLC38A11",0.5,0.38076923076923075
"AZGP1,ZNF204P,TTC39B",0.923076923076923,0.9230769230769231
"FAM201A,PRR5,RFPL3S",0.23076923076923078,0.9076923076923077
"TRAK2,LSM11,KCNIP2",0.823076923076923,0.6461538461538462
"ITGA2,CNTNAP4,MSX1",0.7307692307692308,0.06923076923076923
"HAT1,OLFM1,EGR4",0.8,0.7153846153846153
"NQO2,SLC22A4,RNF213",0.4615384615384615,0.36923076923076925
"FOXO3B,HS3ST1,KIFC2",0.3,0.8153846153846154
"CDR2L,TIAM2,SLC35F5",0.5076923076923077,0.45
"RAB3B,GSTT1,TTC29",0.5153846153846153,0.2153846153846154
"MIR34BHG,CDC42EP1,NCDN",0.9615384615384617,0.9384615384615385
"TUBB2B,ZDHHC11,PTPRG",0.7230769230769231,0.6538461538461539
"CAV2,SLA,CABP1",0.41538461538461535,0.7538461538461538
"GRIN2A,ARNT,RPL39L",0.7692307692307692,0.9538461538461538
"SAMHD1,RIMS4,EMP3",0.45384615384615384,0.8461538461538461
"CEBPD,KLHL29,SIKE1",0.7461538461538462,0.8384615384615385
"SMARCA1,WNK2,WDR7",0.9076923076923077,0.9153846153846154
"DBN1,KALRN,PNPT1",0.7846153846153846,0.9076923076923078
"SFRP1,DDR2,ITM2C",0.3769230769230769,0.9307692307692308
"EPS8,CHM,CERS2",0.7538461538461538,0.6692307692307693
"ATG4C,HS2ST1,TRAF5",0.5,0.7923076923076923
"NLGN4X,KCTD9,CNTN2",0.24615384615384614,0.5615384615384615
"GPC1-AS1,LINGO1,C11orf96",0.3076923076923077,0.8076923076923078
"ADGRB2,LOC729732,NSUN7",0.7461538461538462,0.6846153846153846
"GGH,ARPC1B,MT1E",0.6307692307692307,0.5307692307692308
"ZDBF2,MSC-AS1,PNPLA4",0.9769230769230769,0.9692307692307691
"CLEC4GP1,GABBR1,LINC00960",1.0,1.0
"PER3,BMPR2,GALNT4",0.8384615384615385,0.7384615384615385
"CARD8,LSP1P4,ALDH7A1",0.3076923076923077,0.6230769230769231
"MEF2C,RSPO2,SCN2A",0.9461538461538461,0.9846153846153847
"AQP1,SEMA5A,SALL3",0.5615384615384615,0.7692307692307692
"ICA1,ANKRD37,IL18R1",0.8538461538461538,0.8076923076923077
"COX11,RTBDN,SYNGR3",0.3384615384615384,0.8384615384615384
"AMY1A,ACKR3,RGS4",0.3769230769230769,0.8076923076923077
"TTC7B,TLCD1,ATOSA",0.7230769230769231,0.8846153846153846
"UNC5D,RBP4,CYFIP2",0.5538461538461538,0.5153846153846154
"LAMA5,EFCAB2,TBL1X",0.8461538461538463,0.9307692307692308
"BCL6,BAZ2B,PKD1P6-NPIPP1",0.46923076923076923,0.9153846153846154
"PPFIBP2,RAB33A,PFKM",0.9384615384615385,0.9076923076923077
"BTNL9,TTC8,BOC",0.8538461538461539,0.7615384615384615
"SCAI,CARMIL2,LPAR5",0.8153846153846154,0.8
"LINC01896,DNAH12,TM7SF2",0.38461538461538464,0.8692307692307693
"MYB,HIGD1B,GPNMB",0.35384615384615387,0.45
"MAFIP,FGF14-AS2,METTL21A",0.41538461538461535,0.7153846153846154
"BMP7,RNASET2,FAM72C",0.7153846153846154,0.5923076923076923
"TOB1,CALM3,NCOA7",0.7692307692307692,0.8307692307692307
"PTCHD1,SP1,GRHL1",0.8692307692307693,0.8615384615384616
"ADCY9,PER2,IGSF10",0.7,0.33461538461538454
"FCGR3B,PRSS35,LOC105375218",0.5230769230769231,0.8
"TMEM268,GBP3,CHSY1",0.7,0.46153846153846156
"UGT8,SNHG19,IKBKB",0.5576923076923077,0.6384615384615384
"HELLS,IRAK2,MLKL",0.5,0.7076923076923077
"B3GLCT,PPP1R3C,LINC02192",0.7538461538461538,0.6076923076923075
"ROR2,PNISR-AS1,TNS2",0.4769230769230769,0.46153846153846156
"C16orf89,RGR,GPR34",0.43846153846153846,0.36923076923076925
"KCNA2,EBP,PSRC1",0.8923076923076924,0.8384615384615385
"ITGB3BP,MEGF10,CRYM",0.8307692307692308,0.8153846153846154
"AP1AR,HIRA,APOC2",0.1769230769230769,0.7
"SRD5A1,NECAB2,GON7",0.6923076923076923,0.6846153846153846
"ORC5,RNH1,TUSC3",0.9230769230769231,0.9153846153846154
"DNAJB1,HSFY1,OLFML1",0.5,0.36923076923076925
"LITAF,GALNT18,ANKRD13C",0.9,0.8769230769230769
"TMEFF1,CHMP2B,BSG",0.2,0.9923076923076923
"PDE6B,MCTS1,SMAD5",0.6692307692307693,0.7153846153846154
"AQP9,NAPSB,SVIP",0.29230769230769227,0.3384615384615385
"NWD2,PCDHGB7,LANCL2",0.8153846153846154,0.8153846153846154
"SIGLEC10,GNA13,CYP27A1",0.3076923076923077,0.35000000000000003
"TRHDE,PLA1A,SRPX",0.6615384615384616,0.3076923076923077
"SLC13A3,HCCS,ZC3H12C",0.9692307692307693,0.9615384615384616
"CAPS,ARHGAP15,PSMA3-AS1",0.27692307692307694,0.7461538461538462
"GASK1A,P2RX5,CARD8",0.7153846153846154,0.9
"MEIS3P1,MRPL13,NPNT",0.6769230769230768,0.8923076923076922
"YAP1,ABCA1,H2AC18",0.45384615384615384,0.7307692307692308
"MOBP,CHML,MXD4",0.43846153846153846,0.34615384615384615
"TMEM144,CLEC4GP1,ATL1",0.7076923076923077,0.7307692307692307
"PLEKHF2,MMD,MYO1E",0.3,0.7384615384615385
"SLC6A11,MAGEE1,EMILIN1",0.3384615384615384,0.18461538461538463
"GPX8,RNF157-AS1,TEX9",0.4846153846153846,0.4846153846153846
"TRMT10A,SGSM1,KCNAB2",0.7692307692307693,0.6384615384615385
"CD69,DIPK2A,MAL",0.5,0.8076923076923077
"NETO2,UAP1L1,CTPS2",0.8692307692307693,0.9076923076923077
"SH3D19,ARHGDIG,CCR1",0.7692307692307693,0.6692307692307693
"SGSH,CDK5,FAM124A",0.8461538461538463,0.8153846153846154
"MMP16,PPP1R1A,SRSF12",0.7384615384615385,0.9769230769230769
"ALG14,PSMB8,GJB6",0.676923076923077,0.5846153846153846
"STK3,LURAP1L-AS1,SMIM10L2A",0.18461538461538463,0.7846153846153847
"GNPTAB,LOC102724965,CGREF1",0.8076923076923077,0.7692307692307692
"SP100,SYT5,SOD2",0.5384615384615384,0.8307692307692308
"TMEM178B,GRM3,KREMEN1",0.9307692307692307,0.8846153846153846
"C10orf90,PABPC1L2B,FAM53B",0.4769230769230769,0.29230769230769227
"LRTM2,ATG4C,LOC105371472",0.6461538461538461,0.2538461538461538
"TGFA,SUCLA2,SNX32",0.7,0.8153846153846154
"DNAJC5,RPL39L,PRKCE",0.9461538461538461,0.9461538461538461
"ZNF488,BABAM2-AS1,ADA",0.2269230769230769,0.7461538461538462
"TMEM200B,CCL4,ITPRID2",0.46923076923076923,0.6461538461538462
"MIR9-2HG,SLC2A10,ZCCHC2",0.4153846153846154,0.8846153846153846
"GREB1,GDAP1L1,CAMSAP3",0.9307692307692307,0.9538461538461538
"PHACTR1,ANKRD9,LURAP1L",0.7846153846153846,0.7923076923076924
"SREBF1,PARP4,SLC2A14",0.6307692307692307,0.45
"MIR100HG,RPS6KA6,SSPN",0.3692307692307692,0.9307692307692308
"EML2,USP3,ADCY8",0.09615384615384615,0.8923076923076922
"CD74,LYVE1,ENPP5",0.6,0.5
"MICB,HEPH,SIDT1",0.676923076923077,0.3076923076923076
"CPT1A,PLXND1,POU3F2",0.46923076923076923,0.16923076923076924
"PHEX,GARRE1,LOC102724965",0.8076923076923077,0.5692307692307692
"EPHA3,DNAL4,UBE2J1",0.5615384615384615,0.5307692307692308
"MAU2,TAS2R14,GLCE",0.9153846153846155,0.9076923076923077
"INPP4A,LOC105379173,PAK1",0.9538461538461538,0.9153846153846154
"LMTK3,MFAP3L,SNX6",0.13076923076923075,0.823076923076923
"SP110,LGALS3BP,BABAM2-AS1",0.5692307692307692,0.7461538461538462
"DNAH7,SLC13A4,BEX4",0.8692307692307693,0.7461538461538462
"PWAR5,FLT1,PRPS2",0.5230769230769231,0.5461538461538461
"ECHDC3,PLD1,MRFAP1L2",0.8923076923076922,0.8923076923076922
"SYTL4,CCDC106,CDK5",0.823076923076923,0.7846153846153846
"YBX3,CALM3,SNX6",0.8615384615384615,0.823076923076923
"LOC101927268,VCPKMT,SLC25A33",0.7384615384615385,0.8692307692307693
"PAN2,NAPEPLD,KIFC2",0.3230769230769231,0.9
"ADGRL2,AK5,CLMP",0.7000000000000001,0.32307692307692304
"PPIL4,DLGAP3,ERC2",0.8692307692307691,0.8461538461538461
"MOSPD2,DOK3,CNGA3",0.8076923076923077,0.8769230769230769
"KCNN3,ARMT1,HHEX",0.7153846153846154,0.7000000000000001
"GLT8D2,YBEY,BCOR",0.5,0.6615384615384616
"TMEM272,STAT3,DAB1",0.3307692307692308,0.4
"SPRY4,BTN3A3,BMS1P1",0.4076923076923077,0.45
"LINC00537,RORA,GNPTAB",0.3153846153846154,0.6692307692307692
"MMP17,S1PR3,DLEU2",0.4615384615384615,0.7000000000000001
"NDUFAB1,CLTRN,FGF12",0.7846153846153846,0.823076923076923
"MTUS1,DCN,TMC6",0.10769230769230767,0.876923076923077
"LOC105378231,GOLGA8A,LOC105373418",0.8230769230769232,0.8538461538461539
"RGS5,GPD1,LANCL1",0.38461538461538464,0.8692307692307691
"MT1H,PTER,ZNF702P",0.8846153846153846,0.8538461538461538
"MYRF,UPP2,GPC1-AS1",0.19230769230769232,0.7307692307692308
"MYO6,HAPLN4,FCGR2A",0.7846153846153847,0.676923076923077
"PODXL,PLXDC2,IKZF5",0.5,1.0
"FBXO2,PPM1E,C12orf75",0.6,0.3076923076923077
"AASDH,CBX6,GHR",0.9461538461538461,0.9846153846153847
"SMC5,C5orf64,GATAD1",0.6000000000000001,0.8076923076923077
"ADD2,TMEM150C,RSPO3",0.8692307692307691,0.8461538461538461
"KIAA1755,DUSP14,NR2F2",0.5230769230769231,0.39230769230769225
"ZNF385D,PTPRB,CSF2RB",0.5076923076923077,0.16153846153846155
"CHMP2B,KRTAP5-AS1,MAST1",0.3153846153846154,0.9846153846153847
"ARHGAP15,SGK1,SLC2A3",0.7461538461538463,0.6615384615384615
"TTLL7,RSPO3,NAPB",0.8923076923076922,0.9076923076923077
"FCGR1BP,LGALS3BP,PTPN20",0.5846153846153846,0.5
"MOBP,CSF3R,CDC14B",0.4076923076923077,0.7076923076923077
"RNF208,DNAJC6,ERBIN",0.7615384615384615,0.7769230769230769
"ACVR1,RBM11,NDUFAF6",0.8923076923076922,0.8769230769230769
"LYSMD2,MED12L,LOC389834",0.7615384615384615,0.7769230769230769
"KCNG3,TBC1D1,SEMA3C",0.6846153846153846,0.7153846153846154
"CD53,SACS,BSN",0.8384615384615385,0.8307692307692307
"GPR4,PBX3,MAN1A1",0.5,0.7230769230769231
"SGPP2,NEXMIF,MATN1-AS1",0.43076923076923074,0.7000000000000001
"LOC105376387,ECM2,TTLL11",0.6000000000000001,0.15384615384615385
"HSPA4L,CAPZA2,OLFM2",0.5615384615384615,0.5692307692307692
"BCR,VWA1,ANKRD10",0.8538461538461538,0.9076923076923078
"THRB,SWAP70,LRRTM4",0.6153846153846154,0.6615384615384616
"ZNF827,HLA-DRA,PHYH",0.8846153846153846,0.8692307692307693
"MFNG,AGMAT,PAK5",0.4461538461538461,0.8307692307692307
"CHD5,TMEM87A,CPVL",0.5307692307692308,0.6923076923076923
"ZBBX,C11orf96,PTPRD-AS1",0.07692307692307691,0.823076923076923
"SULT4A1,PLEKHH2,SNHG19",0.923076923076923,0.9384615384615385
"TTC29,NOMO3,LOC105372733",0.6846153846153846,0.7692307692307692
"ABCB10,ZNF503,SLC44A1",0.4615384615384615,0.9615384615384616
"SYNJ1,FTCDNL1,SORCS1",0.8076923076923077,0.7153846153846155
"ABI3BP,SLC1A3,NBL1",0.23846153846153842,0.7
"G3BP2,SMCO4,GAB1",0.7923076923076923,0.7230769230769232
"NCS1,APBB1IP,CAMK4",0.8846153846153846,0.9923076923076923
"SLC16A6,MLF1,ZNF652",0.6307692307692307,0.8692307692307693
"HBB,CDC37L1,LURAP1L",0.6692307692307692,0.6846153846153846
"DNM2,TNFAIP6,LIAT1",0.23076923076923073,0.7461538461538462
"MAOB,CFAP53,RNASE6",0.23846153846153845,0.823076923076923
"CSMD3,LINC02192,LOC497256",0.8538461538461538,0.5769230769230769
"ADGRA1,ULK2,NEFH",0.6076923076923078,0.7846153846153846
"THSD7A,CDC14B,DOK7",0.6461538461538461,0.7153846153846153
"MCOLN3,INTU,CLIC6",0.6230769230769231,0.8307692307692308
"ZNRF1,ZNF658,IGF2",0.1923076923076923,0.7923076923076923
"GRP,SLC25A27,CFAP52",0.5153846153846154,0.6076923076923078
"KCNQ4,FOLH1B,RAB6B",0.8307692307692307,0.8384615384615385
"IGFBP7-AS1,P3H2,CNGB1",0.13076923076923078,0.8769230769230769
"MACO1,SPINT2,INA",0.8846153846153846,0.8307692307692307
"TMEM178A,SOX9-AS1,GBP2",0.9384615384615385,0.9384615384615385
"C2CD2,SLITRK3,CBFA2T3",0.8692307692307693,0.8307692307692308
"HUNK,CENPVL2,RAB3C",0.8307692307692307,0.6923076923076923
"IL18R1,FLCN,GLT1D1",0.8153846153846154,0.7615384615384616
"MIR646HG,KIT,CACNA1H",0.36153846153846153,0.11538461538461539
"LOC105377223,C1GALT1,NR1D2",0.7653846153846154,0.3384615384615385
"CMSS1,TRIP10,FZD1",0.7692307692307693,0.7538461538461538
"GRIK2,DDIT4L,TRAPPC2B",0.8923076923076924,0.8692307692307693
"EFHB,HS3ST4,SGK3",0.5615384615384615,0.7
"FRMD6,PAPSS2,EPS8",0.7076923076923077,0.4923076923076922
"RRN3P2,ANKRD6,CARD16",0.7384615384615385,0.6153846153846154
"KLRC3,RTN1,MLC1",0.4153846153846154,0.8384615384615385
"CPNE9,CNIH2,PROS1",0.34615384615384615,0.8615384615384615
"ADD2,CPNE2,CDC20",0.8769230769230769,0.8461538461538461
"NOTCH3,CYP46A1,AZU1",0.12307692307692308,0.8615384615384616
"ADH1B,MRAS,BCR",0.8461538461538463,0.823076923076923
"BCAS1,DNAJB6,SLC30A10",0.4692307692307693,0.45
"CAPN15,SAP30,SMC4",0.27692307692307694,0.8846153846153846
"KCNE4,PRKCQ,NFE2L2",0.2230769230769231,0.9846153846153847
"CSRNP2,RNF141,BTG3-AS1",0.8307692307692307,0.7846153846153847
"EMC2,MCF2,SYTL1",0.9461538461538461,0.9384615384615385
"ANOS1,SORBS2,KCNN1",0.23076923076923078,0.3307692307692308
"BDNF,MVB12B,ZDHHC11",0.6461538461538461,0.7230769230769231
"PKP4,TPI1,ME3",0.8846153846153846,1.0
"PYCARD,KCNG3,PRR36",0.7538461538461538,0.6923076923076923
"STIP1,CDC42BPA,SNCB",0.8846153846153846,0.8384615384615385
"SEZ6L,GPX8,SFXN1",0.676923076923077,0.5
"BAIAP2,LOC105377223,TPPP",0.8692307692307693,0.8384615384615385
"DYNLT5,DPYSL5,OCRL",0.8,0.7461538461538462
"TNS1,AP1G2,LIX1",0.3153846153846154,0.2153846153846154
"APLNR,ITGA6,DNAJC12",0.6076923076923078,0.38076923076923075
"L3HYPDH,PAPSS2,RAP1GAP",0.1769230769230769,0.8
"PIK3IP1,SH3RF1,LOC100505874",0.24615384615384614,0.6076923076923076
"HIC1,NFU1,ADCY2",0.6615384615384615,0.8307692307692307
"KCNIP1,EVA1C,FAM81B",0.2846153846153846,0.3538461538461538
"GIMAP2,NDUFAF5,LOXL2",0.9538461538461539,0.9307692307692307
"OMD,TPM4,ANP32A-IT1",0.5230769230769231,0.36923076923076925
"TTN,TUBE1,RNF130",0.6115384615384616,0.46153846153846156
"FAM43A,PCDH9,IFI30",0.6615384615384615,0.7923076923076923
"PSAT1,STUM,NPTX2",0.8076923076923077,0.8
"CPT1A,ASS1,COL9A1",0.3384615384615384,0.6846153846153845
"MCHR1,SOCS7,IL1RL1",0.5692307692307692,0.5
"RNF19A,CDH6,DOCK10",0.2230769230769231,0.9230769230769231
"MSMO1,NETO1,KRT17",0.8769230769230769,0.8769230769230769
"FEZF2,TXNIP,SLC1A3",0.25384615384615383,0.11538461538461539
"PKNOX2,SOX2-OT,TSPAN8",0.3923076923076923,0.46153846153846156
"CTPS2,SV2B,PCSK2",0.9384615384615385,0.9538461538461538
"SERPINA3,OSMR,ABHD17B",0.6153846153846154,1.0
"LAMP5,CDC7,TUBB4A",0.42307692307692313,0.9692307692307693
"PDE6B,DACH2,HPR",0.7,0.6692307692307693
"YEATS4,SPEN-AS1,SLC13A4",0.7307692307692307,0.7846153846153847
"MAP4K5,PPFIBP1,LMCD1",0.5769230769230769,0.823076923076923
"OSBPL11,PPP1R13L,AIF1L",0.32307692307692304,0.7
"FAM216A,CHI3L2,CD302",0.7846153846153846,0.7230769230769231
"HECW2,LOC101928335,PRSS23",0.43076923076923074,0.29615384615384616
"LTBP1,EFCAB7,ATP7B",0.6923076923076923,0.7076923076923076
"PLEKHH2,PGM2L1,GDF15",0.7538461538461538,0.6615384615384615
"RAP1GAP2,CCEPR,GABRB2",0.3846153846153846,0.8384615384615385
"DGKZ,LLGL1,LUZP2",0.5538461538461539,0.8999999999999999
"LINC00877,NHS,TNFRSF10D",0.5,0.6692307692307692
"GDA,PPM1K-DT,MAP4K3-DT",0.34615384615384615,0.9692307692307692
"SEPTIN10,TAGLN,CD74",0.32307692307692304,0.4
"TUBB4B,RGS20,LINC02984",0.9384615384615385,0.9461538461538461
"LEAP2,GLRX,MIDEAS-AS1",0.8615384615384616,0.7923076923076923
"LINC01896,TMC6,ZFTA",0.3076923076923077,0.3230769230769231
"MSH2,BCL2A1,PBXIP1",0.6923076923076923,0.7
"LRRC32,IFT74,BEAN1",0.6076923076923076,0.5692307692307692
"PRLR,GRIK2,PXDN",0.8692307692307691,0.8615384615384616
"CTSV,HSPB6,CALCRL",0.8,0.8
"ITCH,PRXL2A,ASPH",0.4461538461538461,0.26923076923076916
"PRTFDC1,AIF1L,GNG5",0.5461538461538462,0.5
"PIRT,PLOD2,MAP3K8",0.7538461538461538,0.6846153846153846
"ATP2B1-AS1,PELI1,C1R",0.5653846153846154,0.4769230769230769
"PDIA3,DNAI2,MCL1",0.6384615384615384,0.8769230769230769
"TRNP1,TOB1,ZBED6",0.45384615384615384,0.8384615384615385
"HOXD1,RGS7BP,WDR49",0.06923076923076923,0.9384615384615385
"PKD1P6-NPIPP1,SPACDR,PPP1R37",0.25384615384615383,0.8923076923076924
"KLHL23,PDCD6-AHRR,SLITRK5",0.7,0.5923076923076923
"C2CD2,TNS1,CERS2",0.2846153846153846,0.6615384615384614
"PIANP,APOLD1,CTH",0.3153846153846154,0.8999999999999999
"FXR1,GUCY1A1,KDM6B",0.9846153846153847,0.9846153846153847
"IQSEC3,CLN8,GIMAP7",0.4653846153846154,0.8153846153846154
"MKNK2,INA,SNTB2",0.8692307692307693,0.8615384615384616
"LINC00963,SIRPB2,ABCD2",0.5,0.3653846153846153
"NLRP2,MLIP,PFKFB3",0.6384615384615384,0.6846153846153846
"LRRC4,BOC,XPNPEP3",0.676923076923077,0.5230769230769231
"GSTT2,SNAI2,AFF1",0.623076923076923,0.5846153846153846
"B3GALNT1,TSIX,GSPT2",0.8,0.7307692307692307
"SLA,RALGDS,NFKB2",0.6000000000000001,0.4153846153846154
"TCF7L2,MPPED2,NT5DC1",0.7615384615384615,0.6615384615384615
"LOC105373942,ROGDI,TRIM59",0.7538461538461538,0.8615384615384616
"TSPAN11,FOSL1,LY96",0.32307692307692304,0.7999999999999999
"LITAF,RIT2,SEPTIN6",0.7692307692307693,0.7692307692307693
"ITPKA,ARX,PYGM",0.49230769230769234,0.40769230769230763
"RASSF8-AS1,B3GLCT,CC2D2A",0.6000000000000001,0.6923076923076923
"ADARB1,MAOB,TPD52",0.8384615384615385,0.9538461538461538
"ZFPM2,CREB3L2,SOX9",0.3923076923076923,0.8384615384615385
"CFHR1,EOLA2,IL6R",0.923076923076923,0.9076923076923077
"IGFBP2,TRIM13,TRIB1",0.45384615384615384,0.7230769230769232
"STON2,CPNE6,NCS1",0.2692307692307692,0.9923076923076923
"ENPP4,ATP7B,ABCG1",0.7846153846153846,0.7461538461538462
"FREM2,CFAP95,CEP152",0.4192307692307692,0.7000000000000001
"FMNL2,CH25H,CLEC2B",0.5153846153846153,0.5
"NFATC2,LAMP5,ASAH2B",0.8846153846153846,0.7846153846153846
"MANEA,HIF3A,SMCO4",0.7230769230769231,0.7
"ELOVL7,KCNC1,FNTB",0.4461538461538462,0.5
"HAT1,CA12,KCNJ3",0.43076923076923074,0.7384615384615385
"BBS12,SCN2A,PRPS2",0.9153846153846155,0.8692307692307691
"SLC43A3,ISG15,CYP1B1",0.8153846153846154,0.9615384615384615
"NXPH1,DNAAF3,SHANK1",0.7,0.9307692307692307
"SPATA6,KLF6,TRIM59",0.3307692307692308,0.8769230769230769
"TMEM150C,G3BP2,TMEM191A",0.7923076923076923,0.7076923076923077
"EHD3,SMAP1,SERTAD4-AS1",0.9153846153846155,0.9153846153846155
"NEFL,PLCB4,LSP1P4",0.7692307692307692,0.5692307692307692
"SYT4,HYCC2,ENDOD1",0.9076923076923077,0.9384615384615385
"RAB38,RFLNB,CDS1",0.823076923076923,0.7846153846153847
"USP53,FAM216B,PDE11A",0.7307692307692308,0.6153846153846154
"TMEM177,ACOX2,ENTREP2",0.6461538461538461,0.7230769230769231
"TMEM125,PDIA3,EPHA3",0.6307692307692307,0.6153846153846154
"PAQR9,NABP1,RBBP5",0.8153846153846154,0.7307692307692308
"PIK3C2A,BLID,CNDP1",0.6230769230769231,0.6
"SELENOT,RIDA,F11R",0.7846153846153847,0.8846153846153847
"BEX5,PSMA3-AS1,CDH6",0.7153846153846154,0.6153846153846154
"ID1,ANKRD45,CSTA",0.3,0.5230769230769231
"TGFB1I1,LGR6,GRSF1",0.36923076923076925,0.7384615384615385
"VWF,CFAP44,ANKRD36",0.5,0.7461538461538462
"SNHG1,NUPR1,PRKAR2B",0.5346153846153846,0.7461538461538462
"SLIT1,ZNF117,PRKAA2",0.8846153846153846,0.9307692307692308
"PXYLP1,ZFAND2A,RNASE1",0.976923076923077,0.976923076923077
"ROBO2,SLC6A20,CABP7",0.6461538461538461,0.11538461538461538
"TET3,THEMIS2,NSG1",0.9153846153846154,0.8
"KLF10,SYN1,AMY1A",0.8307692307692307,0.8
"NUCB2,KCNC4,CELF5",0.4769230769230769,0.5
"PELI1,RSF1,PXDN",0.9230769230769231,0.9076923076923078
"GRM5,HAT1,SLC26A4-AS1",0.5230769230769231,0.7769230769230769
"HLA-DPA1,LRRC1,TESC",0.7076923076923076,0.25384615384615383
"CHRM1,SEC23IP,KLHL21",0.8307692307692308,0.7923076923076923
"TAP1,SCOC,PDE10A",0.7846153846153846,0.7846153846153846
"TSTD1,JAG1,DENND3",0.5923076923076922,0.8153846153846154
"EID2B,CDH4,CIT",0.6153846153846154,0.5384615384615384
"GPRASP2,MORC4,CCT6B",0.8769230769230769,0.8076923076923077
"ZSWIM7,ARHGAP6,SIAE",0.4307692307692308,0.8538461538461538
"GPC4,MAGED1,ID2",0.8692307692307693,0.8846153846153846
"SNHG17,PIK3R3,TAF13",0.5,0.7461538461538462
"RBM43,SPATA18,ZDHHC20",0.5230769230769231,0.6615384615384616
"EML2,CASP1,KIFAP3",0.8692307692307693,0.8384615384615385
"FAM83H,MSN,VSTM2L",0.26153846153846155,0.7384615384615385
"PHLDB2,MEIS3,PPP1R9B",0.23076923076923075,0.7307692307692307
"GLUD1,RADX,USP40",0.36153846153846153,1.0
"CUTALP,CRIM1-DT,FNBP1L",0.3846153846153846,0.6076923076923076
"CDHR1,PWWP3B,BOK",0.8384615384615384,0.8
"LOC101930421,CCDC81,BTBD3",0.7384615384615384,0.7538461538461538
"ARHGAP32,PCSK5,PDLIM3",0.34615384615384615,0.9538461538461539
"TAFA1,S100B,KCNAB2",0.6461538461538461,0.8307692307692307
"FAM163B,H4C5,LIPT1",0.46923076923076923,0.5
"MCUB,GYG2,OXCT1",0.8076923076923077,0.7769230769230769
"ARHGAP20,PPP1R3C,LIPE",0.7461538461538462,0.7307692307692307
"SHISA2,DOCK11,NXT2",0.6,0.7769230769230769
"XBP1,PHKA1,NAP1L5",0.8,0.8384615384615385
"NUDT10,WFIKKN2,MTHFD2",0.32307692307692304,0.4153846153846154
"ABHD17B,TEX26,TMEM38A",0.8076923076923077,1.0
"IL13RA2,DIPK2A,ELOVL7",0.35384615384615387,0.6307692307692307
"ECPAS,PRR5L,NPC1",0.6,0.16153846153846155
"CMIP,ZFHX4-AS1,HSD17B6",0.0,1.0
"LINC00880,F12,PCDHB4",0.5692307692307692,0.46153846153846156
"IQSEC3,WASIR2,TLCD3A",0.4923076923076923,0.5692307692307692
"AKAP5,SMC3,TMTC4",0.41538461538461535,0.9769230769230769
"FAH,LINC01354,SLCO4A1",0.3769230769230769,0.6230769230769231
"PITHD1,SCAF11,MSH5",0.8923076923076924,0.9538461538461539
"TUBB2A,F3,KITLG",0.8307692307692307,0.6923076923076923
"FECH,CGREF1,GP1BB",0.823076923076923,0.8692307692307693
"ETNK1,KCNH8,STK26",0.7153846153846154,0.5538461538461539
"NIBAN1,AQP1,NKIRAS1",0.8769230769230769,0.8615384615384616
"RABL2B,APCDD1,TMEM30A",0.39999999999999997,0.6230769230769231
"PRCD,GPR176,PNMA6A",0.5923076923076923,0.5076923076923077
"HOPX,PLXNB2,IFI16",0.8692307692307691,0.823076923076923
"SNORD104,ETV3,SNPH",0.8307692307692307,0.6692307692307693
"PCDHGA11,FOSB,AK9",0.23076923076923075,0.8615384615384616
"JADE2,MAGEE2,LGR6",0.44999999999999996,0.35
"DNAJC6,ZFHX4-AS1,FAR1",0.7923076923076923,0.7615384615384615
"SMOX,SPAG17,BOLA2-SMG1P6",0.7384615384615384,0.7153846153846154
"HEPH,C14orf132,SH3GL2",0.8846153846153846,0.8769230769230769
"CEROX1,SLC48A1,RAB30",0.3384615384615385,0.3384615384615385
"OTUD7A,ANKRD34C,OGDHL",0.9461538461538461,0.8538461538461539
"ADORA2A,PRICKLE2,KCNK12",0.6384615384615384,0.7538461538461538
"DMTN,MYLIP,ANTXR2",0.13846153846153847,0.9692307692307691
"EMP3,CRIM1-DT,CLDND1",0.5384615384615384,0.18461538461538463
"PAQR4,NDUFAF6,STIM2",0.8923076923076922,0.8538461538461539
"ANP32A-IT1,MEX3C,TNNT1",0.6384615384615384,0.7230769230769231
"ZNF826P,EFNA1,PTGS2",0.5,0.823076923076923
"RBP1,DOCK3,TTLL7-IT1",0.8846153846153846,0.8461538461538463
"LPAR1,RAP2B,GAD2",0.5769230769230769,0.5
