genes,transfer_auc,within_auc
"GCLM,TMT1A,BCAN",0.5153846153846153,0.7076923076923077
"TESK2,TMEM63A,ZNF697",0.3307692307692308,0.38076923076923075
"PRICKLE2,JDP2,ZMAT1",0.6076923076923076,0.8
"IRAG1,PRPS1,HES4",0.676923076923077,0.7923076923076923
"SLC44A5,IL17D,TIMP4",0.2615384615384615,0.7538461538461538
"ADHFE1,POU3F1,GALNTL5",0.6269230769230769,0.8
"RABL2B,TMOD2,MCEE",0.6538461538461539,0.6923076923076923
"GPAM,SH3RF1,SYT4",0.8615384615384616,0.8923076923076922
"NIPSNAP2,GNB4,SALL1",0.4615384615384615,0.7076923076923076
"TIE1,HLA-B,LCOR",0.32307692307692304,0.8076923076923077
"SLC1A6,TBC1D12,CUEDC1",0.8461538461538461,0.8461538461538461
"HAUS6,BBS5,OCRL",0.7999999999999999,0.9230769230769231
"C12orf75,THOC7,SULF2",0.7307692307692308,0.8769230769230769
"CLHC1,CITED2,EEIG2",0.8538461538461538,0.8461538461538461
"VIM,APOC2,PCDH11X",0.4307692307692308,0.5
"CHGB,OPALIN,KLF10",0.8923076923076922,0.8615384615384616
"MIF,NHLH2,DEK",0.9538461538461538,0.9692307692307692
"AOPEP,BSCL2,LRRTM1",0.823076923076923,0.8615384615384616
"CEP192,BEND4,TMEM177",0.6076923076923076,0.6923076923076923
"NCF4,FBLN1,PPP3CA",0.3923076923076923,0.45
"TBC1D12,MSH6,SP100",0.5,0.7153846153846154
