gene,training_mean,training_sd,external_raw_mean,external_harmonized_mean,external_raw_sd,external_harmonized_sd,raw_external_AUC,harmonized_external_AUC,AUC_change
ABCA6,5.428832031454005,0.9438519228720417,2.5949118166646725,5.419142147802791,0.15186132818652273,0.9367361655502952,0.6615384615384615,0.6692307692307692,0.007692307692307665
CRLF1,7.96407017837736,0.8375739230195315,3.5973819933652544,7.957193927574821,0.5569855378102522,0.8339168876007329,0.5692307692307692,0.5692307692307692,0.0
TNFRSF11B,5.454222219932609,0.7961272818028179,2.5525041642421806,5.45287502211086,0.16051676220685612,0.7865742348731101,0.6423076923076924,0.6307692307692307,-0.011538461538461608
