Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,ABC transporters,1/45,0.006735078830116,0.0202052364903481,0,0,226.7386363636364,1133.7897191126328,ABCA6
KEGG_2021_Human,Osteoclast differentiation,1/127,0.0189300827920363,0.0283951241880545,0,0,78.85317460317461,312.81077549345065,TNFRSF11B
KEGG_2021_Human,Cytokine-cytokine receptor interaction,1/295,0.043602449735474,0.043602449735474,0,0,33.50850340136054,104.9701432227712,TNFRSF11B
