Evidence_Type,Model,AUC,AIC,McFadden_Pseudo_R2,Delta_AUC_vs_AgeSex
Incremental_Model,Age_Sex,0.6307758620689656,289.2267429577603,0.032920588072339,0.0
Incremental_Model,Age_Sex_ABCA6,0.6819827586206896,278.79788496222835,0.0753589982158472,0.0512068965517239
Incremental_Model,Age_Sex_ABCA6_CRLF1,0.6900862068965516,279.78357411010387,0.0788223687017716,0.059310344827586
Incremental_Model,Age_Sex_ABCA6_CRLF1_TNFRSF11B,0.689051724137931,281.7340045169446,0.0789916243748105,0.0582758620689654
