gene,train_AD_mean,train_Control_mean,train_delta,train_Cohens_d,external_AD_mean,external_Control_mean,external_delta,external_Cohens_d,direction_same,effect_size_change
ABCA6,5.996829914614254,5.038156740296416,0.9586731743178376,1.0888829698214768,2.613077079304697,2.5094992101874762,0.10357786911722089,0.6695045525517663,True,-0.4193784172697105
CRLF1,8.48416357804038,7.738990262872316,0.7451733151680644,1.0553818033210016,3.516361834498776,3.4192283748518286,0.09713345964694753,0.16009396203908988,True,-0.8952878412819117
TNFRSF11B,5.893070218471667,5.165448369813356,0.7276218486583108,1.221084648556884,2.411499006224249,2.3154965634955933,0.09600244272865588,0.438918848269719,True,-0.782165800287165
PLA2G7,5.078685466490329,4.832532569642635,0.24615289684769426,0.6104413567149808,2.7491157922504597,2.4953988146707897,0.25371697757966993,0.7759976425770255,True,0.16555628586204474
SORBS1,11.500404003068093,11.008696919194987,0.4917070838731057,1.3895081222094001,8.132323747539218,8.906852212278435,-0.7745284647392179,-1.6758618545930073,False,-3.0653699768024074
PMS2P2,6.985138028751828,7.454436761794688,-0.4692987330428604,-1.1366010997088176,3.1370397854136565,3.0179415205053313,0.1190982649083252,0.6466684946425906,False,1.7832695943514083
TAB2,9.561145463696233,8.978553211328865,0.5825922523673679,1.216433187552804,5.789999489049713,5.740036860172433,0.04996262887727987,0.08775533311909575,True,-1.1286778544337084
