iteration,AUC,AP,best_C,n_selected,selected_genes
93,0.7142857142857143,0.7777777777777777,0.5,20,LTF;SV2C;SMIM43;ABCA6;CRLF1;DIRAS3;ELAVL2;TNFRSF11B;EPHX4;CRABP1;SOX7;CEMIP;MAP3K2-DT;SERPINI2;MTCL1;MIR29B2CHG;CLGN;LOC105369477;PMS2P2;ITPR2
94,0.5714285714285714,0.38333333333333336,0.5,23,SLC17A6;PTGER3;ABCA6;ANGPT1;PKIB;TMEM45A;EID2B;OTOS;LINC02712;KCTD4;TAB2;RGMA;FGD6;PLA2G7;DPYSL3;PMS2P2;ITPR2;DPYSL4;KLC2;CNTNAP3;BTN3A3;RBM48;MINK1
95,0.5,0.5694444444444444,0.5,29,EFEMP1;LOC100505874;CALB2;CRLF1;ELAVL2;TNFRSF11B;COPG2IT1;LINC00622;CNTNAP2;UEVLD;BEND4;SYNC;FAHD1;PCOLCE2;INPP5F;KLF6;CAV1;TAB2;LOC100240735;HMBOX1;LOC105369477;PLA2G7;PMS2P2;ITPR2;KRTAP5-AS1;EXOC8;SBSPON;PTPRE;PANK1
96,0.6666666666666667,0.6095238095238096,0.5,18,ARHGAP36;ABCA6;CUTALP;CRLF1;TNFRSF11B;VSTM2A-OT1;MAOB;PCOLCE2;HSFY1;SOX18;COCH;LPAR4;PMS2P2;ITPR2;DIAPH3;EPB41L4A;CNTNAP3;BTN3A3
97,0.5714285714285714,0.4444444444444444,0.1,2,SMIM43;INPP5F
98,0.6666666666666666,0.625,0.2,7,CALB2;CRLF1;TNFRSF11B;SYNC;TAB2;SORBS1;SCN7A
99,0.6666666666666667,0.47619047619047616,0.5,23,SLC17A6;PTGER3;ANGPT1;GCH1;TNFRSF11B;IL1B;RASGRF2;MPO;INPP5F;SORBS1;HMBOX1;FGD6;PLA2G7;PMS2P2;A2M-AS1;MEX3D;LOXL2;CSGALNACT1;BPGM;PANK1;BTN3A3;CDKN2AIPNL;RBM48
100,0.7222222222222222,0.5555555555555556,1.0,31,HLA-DQA1;ARHGAP36;VEGFA;SSTR1;LOC100505874;CRLF1;TMEM158;TMEM45A;STON2;CA10;F13A1;DHCR24;GSTT2;PGAP1;MEST;TMEM100;CLUL1;KCTD4;N4BP2;HMGCR;BGN;RGMA;FGD6;PLA2G7;PDCD6-AHRR;ADCY2;ITPR2;ISG15;PGM5-AS1;COL6A1;SPIN4
101,1.0,1.0,1.0,33,SV2C;ARHGAP36;VEGFA;SSTR1;TH;NAPSB;CALB2;TNFRSF11B;STON2;MIR570HG;VSTM2A-OT1;INSM1;SYNC;PCOLCE2;ADAMTS3;N4BP2;MIR29B2CHG;TAB2;MCF2;SORBS1;LOC100240735;LOC105369477;PLA2G7;LTBP1;PMS2P2;ITPR2;EIF3C;DIAPH3;CSGALNACT1;ITIH2;BTN3A3;LOC729218;DHCR7
102,0.6190476190476191,0.5916666666666666,0.1,4,ACOT7;INPP5F;CISD1;ATP5IF1
103,0.9523809523809524,0.9166666666666665,0.1,4,SERPINI2;TAB2;SORBS1;CDKN2AIPNL
104,0.6190476190476191,0.5,0.5,16,SLC17A6;CXCL1;PKIB;CALB2;TNFRSF11B;CA10;TET3;SYNC;TAB2;PLA2G7;PMS2P2;ITPR2;GRHL1;PANK1;SPIN4;GNMT
105,0.8333333333333334,0.6388888888888888,1.0,31,ABCA6;SSTR1;CRLF1;CA12;TNFRSF11B;MCHR1;TMEM45A;CA10;F13A1;NRXN3;GSTT2;INSM1;INPP5F;TMEM100;CLUL1;KCTD4;N4BP2;LOC100240735;ITPR2;DIAPH3;NFIA;SDHAF4;GRHL1;CD84;DNAH11;DNAJC6;ADGRD1;CFAP107;DDHD1;KCNJ8;PANK1
106,0.8095238095238095,0.5888888888888889,1.0,23,ARHGAP36;SMIM43;ABCA6;SSTR1;CRLF1;ELAVL2;VAT1L;OR2L13;MEST;SERPINI2;TMEM100;COL27A1;ADAMTS3;MTCL1;N4BP2;PMS2P2;ITPR2;GRHL1;DNAJC6;EPB41L4A;PANK1;BTN3A3;DHCR7
107,0.6666666666666666,0.7666666666666666,0.2,11,ABCA6;SYT13;CALB2;ELAVL2;TNFRSF11B;SYNC;ADARB1;SNCG;SORBS1;PIN1;PANK1
108,0.8095238095238095,0.8095238095238095,0.2,7,TNFRSF11B;PCOLCE2;INPP5F;TAB2;LOC375196;DIAPH3;SDHAF4
109,0.7142857142857143,0.4777777777777778,0.5,20,SLC17A6;CIMAP3;ANGPT1;PKIB;TNFRSF11B;TMEM45A;TEX26;KCTD4;N4BP2;MIR29B2CHG;TAB2;SORBS1;HMBOX1;LOC105369477;PLA2G7;LRRC18;ITPR2;C21orf62;EPB41L4A;BTN3A3
110,0.9444444444444444,0.9166666666666665,0.5,27,NEFH;PTGER3;ABCA6;THY1;CRLF1;TNFRSF11B;LINC00622;PPFIA4;MAOB;LINC02712;MIR29B2CHG;TAB2;SORBS1;IL17D;RGMA;FGD6;PLA2G7;PCDHB4;PMS2P2;ITPR2;DIAPH3;LOXL2;DPYSL4;CNTNAP3;KCNJ8;PANK1;CHRNA7
111,0.6666666666666667,0.47619047619047616,0.5,19,KISS1R;ABCA6;SSTR1;CRLF1;ELAVL2;CA12;VAT1L;TNFRSF11B;MIR570HG;MAGEL2;SYNC;TAB2;PMS2P2;ITPR2;CDHR1;EMCN;GRHL1;PET117;PANK1
112,0.9523809523809524,0.9166666666666665,0.5,21,SLC17A6;SV2C;ZBBX;EFEMP1;SSTR1;TNFRSF11B;ADH1B;MAOB;TMEM100;N4BP2;TAB2;LOC100240735;RGMA;LOC375196;LTBP1;PMS2P2;ITPR2;GRHL1;ADGRD1;PANK1;BTN3A3
113,0.9047619047619048,0.8666666666666667,0.2,15,TH;CALB2;CRLF1;TNFRSF11B;SERPINI2;PCOLCE2;UBE2S;TAB2;SORBS1;LPAR4;ITPR2;DIAPH3;DPYSL4;PANK1;DHCR7
114,0.7142857142857142,0.6805555555555556,0.2,12,ARHGAP36;ABCA6;MAOB;MEST;INPP5F;SORBS1;SCN7A;PMS2P2;CSGALNACT1;CDKN2AIPNL;ABCG4;CHRNA7
115,0.7222222222222222,0.6984126984126984,0.5,18,SMIM43;THY1;PWWP3B;TNFRSF11B;UEVLD;PPFIA4;TET3;N4BP2;PMP2;MIR29B2CHG;TAB2;PLA2G7;ITPR2;LDLRAD3;MEG8;FGFR1;RBM48;PPP1R37
116,0.9047619047619048,0.8666666666666667,1.0,27,SLC17A6;SV2C;ARHGAP36;CALB2;CRLF1;TNFRSF11B;MCHR1;TMEM45A;GSTT2;MAOB;TET3;SYNC;FAHD1;PCOLCE2;HSFY1;MET;N4BP2;SORBS1;PLA2G7;PMS2P2;ITPR2;LOXL2;CSGALNACT1;ISG15;DDHD1;PANK1;ANKRD30BP2
117,0.47619047619047616,0.5444444444444444,1.0,30,LTF;SV2C;NEFH;ABCA6;ANGPT1;CRLF1;VAT1L;EPHX4;FILIP1L;SLC24A4;MPO;EID2B;LRRC8B;MAP3K2-DT;CHGA;TBC1D7;DCTN1-AS1;SORBS1;LOC105369477;EXPH5;PPM1H;LPAR4;TUBB4A;PCDHB4;DPYSL3;PMS2P2;DNAJC6;EXOC8;LOC284412;GNLY
118,0.5238095238095237,0.36944444444444446,0.2,11,ZBBX;GRP;TNFRSF11B;MAOB;MEST;TAB2;OXTR;SORBS1;LPAR4;DIAPH3;FRMD6
119,0.6666666666666666,0.625,1.0,30,RPS4Y1;VEGFA;ABCA6;EFEMP1;IFI44L;CRLF1;TNFRSF11B;ART3;CNTNAP2;VSTM2A-OT1;UEVLD;FOLR1;PCOLCE2;HSFY1;MET;SNHG17;LOC105369477;HERC2P7;PLA2G7;PMS2P2;ITPR2;EIF3C;AP1AR;LIPT1;LDLRAD3;EPB41L4A;PARP14;CDKN2AIPNL;ZNF483;LOC729218
120,0.7777777777777779,0.5888888888888888,0.5,26,PTGER3;CYP26B1;CUTALP;SSTR1;LOC100505874;CRLF1;TMEM45A;F13A1;GSTT2;TMEM100;KCTD4;N4BP2;SORBS1;LOC100240735;RGMA;PMS2P2;ITPR2;NFIA;EMCN;GRHL1;MEIS3P1;ISG15;PARP14;PANK1;RBM48;DHCR7
121,0.7619047619047619,0.6666666666666667,0.5,20,SMIM43;ABCA6;SYT13;SEMA3C;CRLF1;ELAVL2;TNFRSF11B;TMEM45A;SYNC;N4BP2;VAMP1;SORBS1;CLGN;TFRC;ITPR2;NQO2;GRHL1;DNAJC6;PET117;PANK1
122,0.6666666666666666,0.6666666666666666,0.2,8,PWWP3B;TNFRSF11B;CNTNAP2;PCOLCE2;CHST2;ITPR2;CSGALNACT1;FGFR1
123,0.9523809523809524,0.9166666666666665,0.5,26,SLC17A6;SV2C;ARHGAP36;GRP;SSTR1;TNFRSF11B;MAOB;MPO;PCOLCE2;HSFY1;ADAMTS3;KCTD4;N4BP2;MIR29B2CHG;SORBS1;IL17D;CCDC170;RGMA;PLA2G7;PMS2P2;DIAPH3;GRHL1;RBBP5;CNTNAP3;PANK1;DHCR7
124,0.47619047619047616,0.3472222222222222,0.1,3,THY1;PMS2P2;FOXO1
125,0.5555555555555555,0.4583333333333333,0.5,22,ARHGAP36;ZBBX;ANGPT1;TNFRSF11B;CA10;VSTM2A-OT1;MS4A6A;MAOB;TMEM100;TAB2;KITLG;SORBS1;RGMA;PLA2G7;HES4;LPAR4;LTBP1;PMS2P2;DIAPH3;CD84;SLC25A25;PPP1R37
126,0.6190476190476191,0.44285714285714284,0.2,13,SMIM43;THY1;KCNA1;PWWP3B;CNTNAP2;PPFIA4;SYNC;CHGA;SLC6A17;TAB2;PPP1CB;PMS2P2;ITPR2
127,0.9523809523809524,0.9166666666666665,0.2,10,ELAVL2;TNFRSF11B;CA10;MEST;TAB2;MCF2;PLA2G7;ITPR2;DIAPH3;GRHL1
128,0.8571428571428571,0.8333333333333333,0.2,10,ANGPT1;PKIB;CRLF1;TNFRSF11B;SYNC;TAB2;SORBS1;HMBOX1;CD84;ANKRD39
129,0.7142857142857143,0.6428571428571428,1.0,24,NEFH;PTGER3;VEGFA;ABCA6;EFEMP1;TNFRSF11B;MIR570HG;MAOB;INSM1;TEX26;HSFY1;SLC10A4;MIR29B2CHG;PMS2P2;DIAPH3;LOXL2;CSGALNACT1;PHOSPHO2;CNTNAP3;KCNJ8;PANK1;RBM48;CHRNA7;SGMS2
130,0.7777777777777779,0.5888888888888888,0.2,14,CRLF1;TNFRSF11B;OVOS2;MEST;INPP5F;TAB2;HYCC1;SORBS1;PNISR;PMS2P2;SDHAF4;GRHL1;ISG15;RPS6KA5
131,0.7619047619047619,0.6666666666666667,0.2,13,THY1;PWWP3B;PPFIA4;HSFY1;TBC1D7;SORBS1;LOC105369477;PCDHB4;PMS2P2;DIAPH3;TUBG1;DPYSL4;CHRNA7
132,0.9523809523809524,0.9166666666666665,0.2,11,KISS1R;ABCA6;CRLF1;TNFRSF11B;N4BP2;TAB2;HES4;PMS2P2;ITPR2;PANK1;CDKN2AIPNL
133,0.5238095238095238,0.3888888888888889,1.0,23,NEFH;GRP;GNL3L;PKIB;IFI44L;CRLF1;TNFRSF11B;DUSP1;AFF2;MAP3K2-DT;WASIR2;SERPINI2;ANOS1;VAMP1;MIR29B2CHG;TAB2;CLGN;COL12A1;LPAR4;ID2;ITPR2;GRHL1;GNMT
134,0.8095238095238095,0.7222222222222222,0.2,12,ARHGAP36;ABCA6;SSTR1;CRLF1;TNFRSF11B;PGAP1;SYNC;HMGCR;SORBS1;ITPR2;PANK1;SPIN4
135,0.888888888888889,0.8666666666666667,0.2,13,SSTR1;TNFRSF11B;TEX26;TAB2;MCF2;SORBS1;CCDC170;LOC105369477;NEK11;PLA2G7;PMS2P2;EPB41L4A;PANK1
136,0.6190476190476191,0.5873015873015872,1.0,27,CUTALP;PKIB;IFI44L;CALB2;CRLF1;TNFRSF11B;TMEM45A;CNTNAP2;BTNL9;SYNC;PAQR9;BTN3A2;N4BP2;TAB2;ZSCAN31;HMBOX1;PLA2G7;SGPP2;ITPR2;MAB21L2;PLEKHH2;LOXL2;GRHL1;ADGRD1;RGR;BTN3A3;ANKRD39
137,0.9047619047619048,0.8666666666666667,0.5,26,SMIM43;ABCA6;EFEMP1;TH;CXCL1;PWWP3B;ELAVL2;TNFRSF11B;TMEM45A;MAOB;TET3;HSFY1;N4BP2;MIR29B2CHG;SORBS1;LOC100240735;LOC105369477;PMS2P2;DIAPH3;SOCS2;LOXL2;EPB41L4A;ISG15;KCNJ8;FGFR1;SPIN4
138,0.9047619047619049,0.8055555555555556,0.2,8,ARHGAP36;SSTR1;TNFRSF11B;MAOB;INPP5F;TAB2;SORBS1;DIAPH3
139,0.5714285714285714,0.5777777777777777,1.0,35,LTF;SV2C;NEFH;CCN1;SMIM43;ABCA6;CNTN4;ELAVL2;ARRDC4;OR2L13;EPHX4;LINC00622;MAP3K2-DT;SERPINI2;NIPAL2;TMEM100;GPLD1;MET;ADAMTS3;SNCG;N4BP2;MCF2;CLGN;LPAR4;C17orf75;PMS2P2;CYGB;GRHL1;AMD1;CLEC4GP1;PGBD4;TMEM63C;PANK1;CMTM8;PIK3R3
140,0.6666666666666667,0.5,1.0,30,PTGER3;ABCA6;LOC100505874;CRLF1;EPCAM;TMEM45A;VAC14-AS1;PGAP1;MEST;PCOLCE2;LINC02712;TMEM100;TRIM13;KCTD4;N4BP2;HYCC1;SLC6A12;FAM241A;RGMA;FGD6;SYTL1;PCDHB4;ITPR2;DIAPH3;NFIA;B3GLCT;LOC284412;RBM48;DHCR7;RDH14
141,0.6190476190476191,0.45833333333333326,0.5,21,PTGER3;VEGFA;SSTR1;TMEM100;ADAMTS3;MIR29B2CHG;TAB2;SORBS1;PLA2G7;RBM43;PMS2P2;CHST2;EIF3C;PPAT;CSGALNACT1;GRHL1;EPB41L4A;LOC101927967;BTN3A3;RBM48;DHCR7
142,0.9523809523809524,0.9166666666666665,1.0,29,SV2C;ARHGAP36;KLRC2;ABCA6;EFEMP1;SSTR1;CXCL1;LINC02192;CRLF1;TNFRSF11B;TTTY15;NNMT;CNTNAP2;TET3;HSFY1;MET;TAB2;PLA2G7;PMS2P2;ITPR2;LOC497256;DIAPH3;ADGRD1;EPB41L4A;SLC25A25;BTN3A3;ZNF483;PIK3R3;LCNL1
143,0.6666666666666666,0.6666666666666666,0.5,24,CUTALP;SSTR1;CALB2;C1orf87;CRLF1;TNFRSF11B;HLA-DPB1;MCHR1;TMEM45A;CA10;ADRA2A;ARHGAP6;GSTT2;PGAP1;SYNC;PCOLCE2;SORBS1;FGD6;PDCD6-AHRR;UST;DPYSL4;PANK1;COL6A1;SPIN4
144,0.5238095238095237,0.5535714285714286,0.2,8,NEFH;ANGPT1;STMN4;EID2B;INPP5F;SORBS1;EXOC8;PPARGC1B
145,0.9444444444444444,0.9166666666666665,0.2,9,ARHGAP36;TNFRSF11B;SYNC;PCOLCE2;TAB2;PMS2P2;ITPR2;DIAPH3;GRHL1
146,0.9047619047619048,0.8666666666666667,0.5,29,ARHGAP36;KLRC2;ABCA6;CALB2;CRLF1;LINC00622;VSTM2A-OT1;CRABP1;MEST;SYNC;PCOLCE2;INPP5F;SNCG;N4BP2;MIR29B2CHG;TAB2;MCF2;SORBS1;LOC100240735;SNHG17;FGD6;PLA2G7;HES4;ITPR2;GRHL1;ZNF649;EPB41L4A;PARP14;LOC729218
147,0.9523809523809524,0.9166666666666665,0.2,8,TH;TNFRSF11B;PGAP1;SYNC;TAB2;SORBS1;PMS2P2;DPYSL4
148,0.5714285714285714,0.6,1.0,25,SV2C;NEFH;SMIM43;ABCA6;IFI44L;CRLF1;ELAVL2;TMEM45A;MIR570HG;FILIP1L;APOC1;ADH1B;MPO;MAP3K2-DT;TMEM100;N4BP2;VAMP1;CLGN;COL12A1;LPAR4;PMS2P2;ENG;EPB41L4A;PIK3R3;ADAMTSL1
149,0.6666666666666667,0.47619047619047616,0.2,11,ANGPT1;STMN4;RASGRF2;EID2B;UBE2S;RASEF;RAC3;EXOC8;FAP;ZNF117;PANK1
150,0.8333333333333333,0.8333333333333333,0.5,20,ABCA6;SSTR1;CALB2;CRLF1;TNFRSF11B;ADRA2A;CEMIP;TET3;N4BP2;MIR29B2CHG;TAB2;PLA2G7;PMS2P2;ITPR2;RBBP5;ISG15;RGR;PANK1;BTN3A3;SPIN4
151,0.6666666666666667,0.47619047619047616,0.2,11,NEFH;KISS1R;SMIM43;PWWP3B;IFI44L;TNFRSF11B;SYNC;TBC1D7;SORBS1;ITPR2;ZNF117
152,0.7619047619047619,0.5555555555555556,0.2,14,SST;ABCA6;SSTR1;CRLF1;RIPOR3;INSM1;PGAP1;PCOLCE2;N4BP2;HMGCR;SORBS1;NDN;ITPR2;PARP14
153,0.8571428571428572,0.6388888888888888,1.0,25,MGP;ARHGAP36;ZBBX;GRP;EFEMP1;SSTR1;VGLL3;CALB2;ELAVL2;TNFRSF11B;CA10;PCOLCE2;MET;CLUL1;MIR29B2CHG;RGMA;PLA2G7;PMS2P2;MAB21L2;DIAPH3;ESYT3;ISG15;RBM48;SPIN4;DHCR7
154,0.9047619047619049,0.8055555555555556,0.2,14,SLC16A6;ABCA6;MYO5C;EID2B;INSM1;MS4A14;INPP5F;MET;SORBS1;PMS2P2;ITPR2;SDHAF4;CD84;PANK1
155,0.888888888888889,0.8055555555555556,0.2,11,ABCA6;CRLF1;GCH1;MAOB;INSM1;MEST;TAB2;SORBS1;SCN7A;PCDHB4;DPYSL4
156,0.5714285714285714,0.4888888888888888,0.2,15,SSTR1;CALB2;CRLF1;CA10;INSM1;PGAP1;SYNC;FAHD1;TBC1D7;SORBS1;CLCN4;EMCN;GRHL1;FLI1;SPIN4
157,1.0,1.0,0.2,14,ABCA6;ANGPT1;CRLF1;TNFRSF11B;MAN2A1;SYNC;TMEM100;N4BP2;SORBS1;LPAR4;PMS2P2;ITPR2;PANK1;CDKN2AIPNL
158,0.7619047619047619,0.6666666666666667,0.2,8,ARHGAP36;ELAVL2;EID2B;MEST;INPP5F;TAB2;LPAR4;PMS2P2
159,0.9047619047619049,0.8055555555555556,0.5,16,SLC17A6;NEFH;TH;ANGPT1;PKIB;IFI44L;TNFRSF11B;MAOB;TRIM13;COCH;PLA2G7;ANKRD12;ITPR2;PANK1;BTN3A3;RBM48
160,0.611111111111111,0.625,1.0,29,PTGER3;KLRC2;ABCA6;EFEMP1;THY1;GCH1;TNFRSF11B;VSTM2A-OT1;MAOB;PCOLCE2;MIR29B2CHG;BDH2;CTSO;SCN7A;FGD6;PLA2G7;PCDHB4;PMS2P2;SLC9A3-AS1;MEX3D;LOXL2;PODXL2;LDLRAD3;WDR4;PLD4;ZNF43;KCNJ8;RBM48;MINK1
161,0.8095238095238095,0.8095238095238095,1.0,32,SLC17A6;KLRC2;ABCA6;EFEMP1;CUTALP;SSTR1;CRLF1;ELAVL2;TNFRSF11B;MCHR1;F13A1;GSTT2;MAOB;SYNC;PCOLCE2;HSFY1;INPP5F;MET;SNCG;MIR29B2CHG;TAB2;SCN7A;PLA2G7;PMS2P2;ITPR2;KRTAP5-AS1;GRHL1;ZNF727;EPB41L4A;ISG15;PANK1;HECW2
162,1.0,1.0,1.0,24,SV2C;ARHGAP36;KISS1R;GRP;CRLF1;TNFRSF11B;MAOB;MAP3K2-DT;NOS3;WASIR2;SLC10A4;N4BP2;TAB2;SORBS1;LOC100240735;RGMA;FGD6;PLA2G7;PCDHB4;PMS2P2;LOXL2;BTN3A3;DOK7;MINK1
163,0.7142857142857143,0.5317460317460317,0.2,12,SMIM43;ELAVL2;EID2B;SERPINI2;TAB2;SORBS1;CLGN;TFRC;PMS2P2;ITPR2;DPYSL4;EPB41L4A
164,0.6666666666666666,0.4666666666666667,0.1,4,INPP5F;TBC1D7;HMBOX1;SDHAF4
165,0.7222222222222222,0.6666666666666667,0.2,7,TNFRSF11B;AFF2;MEST;TAB2;PCDHB4;DIAPH3;CSGALNACT1
166,0.8571428571428572,0.7555555555555555,0.2,11,ARHGAP36;SSTR1;PKIB;TNFRSF11B;MAOB;TAB2;SORBS1;COCH;PLA2G7;ITPR2;GRHL1
167,0.6190476190476191,0.44285714285714284,1.0,33,NWD2;VEGFA;ABCA6;LOC100505874;PWWP3B;CRLF1;LEPR;GSTT2;INSM1;MEST;PCOLCE2;LINC02712;TMEM100;TBC1D7;FAM241A;LOC100240735;LOC105369477;FGD6;PLA2G7;TUBB4A;PCDHB4;PLEKHH2;DIAPH3;NFIA;GRHL1;DNAJC6;TUBG1;PHKG1;DDHD1;KCNJ8;PTPRE;ADAMTS19;CHRNA7
168,0.9523809523809524,0.9166666666666665,0.2,8,TNFRSF11B;MAP7D2;MEST;INPP5F;SORBS1;CHST2;ITPR2;PANK1
169,0.7619047619047619,0.6984126984126984,0.2,11,ABCA6;ELAVL2;SYNC;SERPINI2;INPP5F;TAB2;MCF2;COL12A1;LPAR4;PMS2P2;PANK1
170,0.9444444444444444,0.9166666666666665,1.0,32,NEFH;EFEMP1;CRLF1;TNFRSF11B;MCHR1;F13A1;TAS2R45;VSTM2A-OT1;MAOB;EID2B;BCAT1;PCOLCE2;HSFY1;MET;N4BP2;MIR29B2CHG;TAB2;LOC100240735;RGMA;SLC6A13;PMS2P2;ITPR2;MEX3D;SDHAF4;CLEC4GP1;TM4SF18;RPS6KA5;KCNJ8;CDKN2AIPNL;ABCG4;RBM48;HECW2
171,0.8571428571428571,0.8333333333333333,0.2,12,ABCA6;PKIB;C1QTNF4;TNFRSF11B;GRAMD2B;INPP5F;TAB2;SORBS1;PLA2G7;DPYSL3;PANK1;ANKRD39
172,0.8571428571428572,0.7555555555555555,0.2,13,SYT13;MS4A14;ADARB1;INPP5F;UBE2S;KCTD4;MIR29B2CHG;SORBS1;CCDC170;PMS2P2;ITPR2;SDHAF4;PANK1
173,0.7619047619047619,0.5333333333333333,0.5,23,VEGFA;ABCA6;SSTR1;CRLF1;GCH1;TNFRSF11B;STON2;LDLR;INSM1;SYNC;TMEM100;CLUL1;N4BP2;HYCC1;SORBS1;LOC105369477;GSKIP;PLA2G7;TUBB4A;A2M-AS1;PLEKHH2;NFIA;BMS1P1
174,0.7619047619047619,0.7916666666666666,1.0,28,SMIM43;ABCA6;LOC100505874;CRLF1;MAOB;MEST;CHGA;WASIR2;SERPINI2;MET;N4BP2;MIR29B2CHG;TAB2;CLGN;SCN7A;EXPH5;PCDHB4;PMS2P2;ITPR2;TRIM73;LOXL2;CYGB;GRHL1;CLEC4GP1;EPB41L4A;PGBD4;CORO2A;PPARGC1B
175,0.5555555555555556,0.49999999999999994,0.2,10,SSTR1;CALB2;ELAVL2;CA12;TNFRSF11B;COLEC12;MAOB;SYNC;TAB2;LTBP1
176,0.7142857142857143,0.5317460317460317,0.2,12,NEFH;MAOB;MEST;INPP5F;RBM6;SORBS1;SCN7A;IQCK;FGD6;ATP2B3;RELL2;ABCG4
177,0.9523809523809524,0.9166666666666665,0.2,6,ABCA6;PKIB;TNFRSF11B;TAB2;ITPR2;LOC101927967
178,0.6190476190476191,0.6555555555555554,0.2,9,SMIM43;PWWP3B;ELAVL2;EID2B;SERPINI2;TAB2;EXPH5;PMS2P2;ITPR2
179,0.6666666666666666,0.7666666666666666,0.2,13,ABCA6;SSTR1;CALB2;CRLF1;TNFRSF11B;MCHR1;INSM1;SYNC;TAB2;ALOX15B;PLA2G7;PANK1;FLI1
180,0.7777777777777779,0.7,1.0,30,ARHGAP36;PTGER3;GRP;CRLF1;CA12;TMEM158;TNFRSF11B;STON2;INSM1;MAP3K2-DT;SYNC;PCOLCE2;TMEM100;CLUL1;KCTD4;N4BP2;TAB2;SORBS1;LOC100240735;SNHG17;RGMA;PLA2G7;ITPR2;MAB21L2;PLEKHH2;DIAPH3;NFIA;EPB41L4A;BTN3A3;CASC3
181,0.6666666666666666,0.4444444444444445,1.0,20,SLC17A6;CKS2;ABCA6;SSTR1;CALB2;CRLF1;TNFRSF11B;SLC32A1;VSTM2A-OT1;MEST;TAB2;SCN7A;FGD6;PLA2G7;SYTL1;NABP1;DIAPH3;FAM110B;CSGALNACT1;ISG15
182,0.8571428571428572,0.7555555555555555,1.0,31,CALB1;PTGER3;ABCA6;SSTR1;ANGPT1;PKIB;GCH1;TNFRSF11B;RASGRF2;MS4A14;HSFY1;TMEM100;KCTD4;N4BP2;MIR29B2CHG;TAB2;SORBS1;FAM241A;HMBOX1;COL12A1;PLA2G7;LPAR4;ITPR2;DIAPH3;NFIA;NKTR;LGALS1;PANK1;BTN3A3;LOC729218;RDH14
183,0.7619047619047619,0.6984126984126984,0.2,5,MAOB;CA4;SORBS1;PMS2P2;PPP1R37
184,1.0,1.0,1.0,30,ARHGAP36;VEGFA;ABCA6;EFEMP1;SSTR1;CALB2;TNFRSF11B;SYNC;N4BP2;MIR29B2CHG;TAB2;ZSCAN31;SORBS1;SNHG17;ACER2;RGMA;FGD6;PLA2G7;HYAL1;PMS2P2;CHST2;ITPR2;PLEKHH2;LOXL2;GRHL1;EPB41L4A;KCNJ8;FGFR1;ADAMTS19;DHCR7
185,0.7777777777777778,0.8095238095238095,0.2,11,LTF;SMIM43;ABCA6;IFI44L;ELAVL2;CPEB3;EID2B;SERPINI2;ADAMTS3;LTBP1;ITPR2
186,0.7142857142857142,0.6805555555555556,1.0,24,NEFH;ARHGAP36;SMIM43;ABCA6;SSTR1;CRLF1;ELAVL2;VAT1L;VAC14-AS1;FILIP1L;MEST;TMEM100;ADAMTS3;N4BP2;MIR29B2CHG;MCF2;SORBS1;COL12A1;ITPR2;GRHL1;ACTRT3;CLEC4GP1;EPB41L4A;PARP14
187,0.8571428571428571,0.8333333333333333,0.2,10,ANGPT1;PKIB;TNFRSF11B;SYNC;SORBS1;FGD6;PCDHB4;PODXL2;ABCG4;ANKRD39
188,0.9523809523809524,0.9166666666666665,1.0,24,SV2C;EFEMP1;CRLF1;TNFRSF11B;MAN2A1;LINC00622;MIR570HG;VSTM2A-OT1;EID2B;PCOLCE2;HSFY1;OSR1;MET;PLA2G7;C17orf75;PMS2P2;ITPR2;DIAPH3;SDHAF4;DOCK1;SLC25A25;ZNF483;MESP1;FAM13A
189,0.8571428571428572,0.6388888888888888,1.0,28,ARHGAP36;PTGER3;VEGFA;GRP;TH;TNFRSF11B;ENOSF1;MAOB;INSM1;MAP3K2-DT;PCOLCE2;N4BP2;MIR29B2CHG;SORBS1;SNHG17;LOC105369477;SOX18;COCH;PLA2G7;PMS2P2;ITPR2;A2M-AS1;DIAPH3;CSGALNACT1;GRHL1;EPB41L4A;BTN3A3;ZNF483
190,0.6666666666666666,0.7777777777777777,1.0,27,ABCA6;EFEMP1;SSTR1;CALB2;CRLF1;ELAVL2;TNFRSF11B;ZDHHC11;GSTT2;MAOB;TET3;SYNC;N4BP2;MIR29B2CHG;TAB2;PLA2G7;PMS2P2;ITPR2;KRTAP5-AS1;LOXL2;RBBP5;ISG15;PANK1;BTN3A3;LOC729218;RBM48;ZNF33B
191,0.9047619047619048,0.8666666666666667,0.5,14,GRP;CUTALP;CALB2;CRLF1;TNFRSF11B;VSTM2A-OT1;NOS3;CLUL1;TAB2;RGMA;PMS2P2;DIAPH3;LOXL2;EMILIN2
192,0.6190476190476191,0.5916666666666666,1.0,29,LTF;NEFH;ARHGAP36;PTGER3;KLRC2;CKS2;ABCA6;CRLF1;MIR570HG;FILIP1L;ADH1B;MEST;HSFY1;OSR1;TTTY10;TAB2;FAM241A;LOC100240735;COL12A1;RGMA;FGD6;PLA2G7;EGFEM1P;PMS2P2;CSGALNACT1;FKBP11;CNTNAP3;ABCG4;CHRNA7
193,0.8571428571428572,0.7555555555555555,0.2,11,ABCA6;SSTR1;ELAVL2;TNFRSF11B;SYNC;INPP5F;TAB2;SORBS1;PMS2P2;ITPR2;GRHL1
