Dataset,N_genes,Signature,Training_AUC,Test_AUC,External_AUC,Training_AP,Test_AP,External_AP
ABCA6+CRLF1+TNFRSF11B,3,ABCA6+CRLF1+TNFRSF11B,0.8549019607843137,0.6944444444444444,0.6615384615384615,0.8280996472663139,0.69375,0.6030002891844998
