Gene,N_libraries,Spearman_rho,Spearman_p,Pearson_r,Pearson_p
ABCA6,6,0.4285714285714286,0.3965014577259473,0.6833615539238754,0.13451678795432068
CRLF1,6,-0.48571428571428577,0.3287230320699708,-0.5170741511317767,0.29351271373933274
